state,middate,daysleft,pollster,clinton,trump
NC,10/28/16,11,Rasmussen Reports/Pulse Opinion Research,44,46
NC,10/23/16,16,Quinnipiac University,47,43
NC,8/7/16,93,Marist College,45,36
NC,11/4/16,4,Google Consumer Surveys,35.03,40.65
NC,9/28/16,41,Elon University,44.5,39
NC,10/31/16,8,Rasmussen Reports/Pulse Opinion Research,47,44
NC,6/20/16,141,Public Policy Polling,43,43
NC,10/29/16,10,SurveyMonkey,49,42
NC,9/19/16,50,Ipsos,48.98,43.4
NC,9/10/16,59,Google Consumer Surveys,32.64,37.88
NC,11/1/16,7,Remington,45,48
NC,10/22/16,17,SurveyMonkey,48,43
NC,10/16/16,23,Rasmussen Reports/Pulse Opinion Research,46,41
NC,11/1/16,7,Rasmussen Reports/Pulse Opinion Research,49,44
NC,7/8/16,123,Marist College,42,36
NC,11/1/16,7,SurveyMonkey,48,41
NC,9/6/16,63,Suffolk University,41,44
NC,10/21/16,18,Siena College,46,39
NC,10/27/16,12,YouGov,48,45
NC,10/17/16,22,Google Consumer Surveys,37.81,38.07
NC,9/27/16,42,Public Policy Polling,44,42
NC,10/23/16,16,Rasmussen Reports/Pulse Opinion Research,46,44
NC,10/15/16,24,"National Research, Inc.",44,42
NC,10/12/16,27,Google Consumer Surveys,35.61,38.39
NC,9/17/16,52,Siena College,41,41
NC,10/31/16,8,SurveyMonkey,48,42
NC,10/31/16,8,Ipsos,46.83,47.7
NC,10/11/16,28,Suffolk University,44.8,43.4
NC,10/21/16,18,Rasmussen Reports/Pulse Opinion Research,46,43
NC,9/22/16,47,Ipsos,48.07,43.58
NC,10/26/16,13,Emerson College,48,45
NC,11/4/16,4,Rasmussen Reports/Pulse Opinion Research,49,43
NC,8/26/16,74,Public Policy Polling,45,44
NC,9/11/16,58,"National Research, Inc.",42,42
NC,10/10/16,29,Ipsos,46.33,42.42
NC,9/2/16,67,Quinnipiac University,42,38
NC,6/22/16,139,YouGov,44,42
NC,9/30/16,39,Google Consumer Surveys,31.28,41.89
NC,4/12/16,210,Elon University,45,39
NC,11/2/16,6,Rasmussen Reports/Pulse Opinion Research,48,45
NC,5/21/16,171,Public Policy Polling,41,43
NC,10/11/16,28,Marist College,45,41
NC,10/29/16,10,Quinnipiac University,47,44
NC,10/21/16,18,Remington,44,47
NC,10/21/16,18,SurveyMonkey,47,43
NC,8/16/16,84,Gravis Marketing,38,39
NC,2/15/16,267,Public Policy Polling,43,44
NC,5/22/16,170,"National Research, Inc.",36,39
NC,6/15/16,146,Greenberg Quinlan Rosner (Democracy Corps),48,38
NC,8/31/16,69,YouGov,46,42
NC,10/11/16,28,Emerson College,46,42
NC,12/6/15,338,Public Policy Polling,43,47
NC,10/26/16,13,Rasmussen Reports/Pulse Opinion Research,47,44
NC,10/30/16,9,Remington,45,47
NC,10/12/16,27,CNN/Opinion Research Corp.,48,47
NC,6/16/16,145,Evolving Strategies,44,37
NC,10/28/16,11,Google Consumer Surveys,34.4,40.6
NC,11/2/16,6,Gravis Marketing,46,45
ND,10/21/16,18,SurveyMonkey,31,49
ND,10/22/16,17,Google Consumer Surveys,19.8,46.07
ND,9/26/16,43,Ipsos,30.32,43.17
ND,10/24/16,15,SurveyMonkey,31,54
ND,9/17/16,52,Google Consumer Surveys,17.44,39.19
ND,9/3/16,66,Google Consumer Surveys,23.8,45.58
ND,8/20/16,80,Google Consumer Surveys,20.62,41.81
ND,10/20/16,19,YouGov,32.3,44.8
ND,8/27/16,73,Google Consumer Surveys,21.39,48.83
ND,10/12/16,27,Google Consumer Surveys,17.11,41.53
ND,10/28/16,11,Google Consumer Surveys,26.18,48.14
ND,8/13/16,87,Google Consumer Surveys,22.03,43.01
ND,10/28/16,11,SurveyMonkey,31,53
ND,11/4/16,4,SurveyMonkey,29,57
ND,8/20/16,80,SurveyMonkey,26,51
ND,10/6/16,33,Google Consumer Surveys,13.34,63.29
ND,10/3/16,36,Ipsos,34.67,44.9
ND,11/4/16,4,Google Consumer Surveys,22.36,47.26
ND,11/1/16,7,SurveyMonkey,29,57
ND,9/10/16,59,Google Consumer Surveys,26.31,45.08
ND,10/17/16,22,Google Consumer Surveys,27.46,37.9
ND,11/2/16,6,SurveyMonkey,29,57
ND,10/30/16,9,Ipsos,26.18,49.74
ND,9/30/16,39,Google Consumer Surveys,22.78,45.48
ND,10/30/16,9,SurveyMonkey,31,55
ND,10/29/16,10,SurveyMonkey,32,54
ND,10/22/16,17,SurveyMonkey,31,52
ND,9/23/16,46,Google Consumer Surveys,26.63,49.28
ND,10/31/16,8,SurveyMonkey,29,56
ND,9/14/16,55,DFM Research,32,43
ND,10/27/16,12,SurveyMonkey,32,55
NE,8/13/16,87,Google Consumer Surveys,32.71,30.16
NE,8/22/16,78,Ipsos,37.84,44.65
NE,10/12/16,27,Google Consumer Surveys,27.82,40.76
NE,10/10/16,29,Ipsos,34.73,46.81
NE,10/24/16,15,SurveyMonkey,32,53
NE,9/3/16,66,Google Consumer Surveys,27.38,40.91
NE,8/8/16,92,Ipsos,34.72,49.39
NE,11/4/16,4,SurveyMonkey,35,52
NE,11/1/16,7,SurveyMonkey,34,52
NE,10/27/16,12,Ipsos,31.38,53.13
NE,8/20/16,80,SurveyMonkey,32,42
NE,10/31/16,8,SurveyMonkey,35,51
NE,10/6/16,33,Google Consumer Surveys,26.88,39.06
NE,10/17/16,22,Ipsos,35.45,49.98
NE,10/27/16,12,SurveyMonkey,33,51
NE,9/10/16,59,Google Consumer Surveys,23.7,45.78
NE,9/12/16,57,Ipsos,30.94,54.47
NE,9/25/16,44,Emerson College,29.3,55.7
NE,9/26/16,43,Ipsos,31.75,47.56
NE,11/2/16,6,SurveyMonkey,34,52
NE,8/15/16,85,Ipsos,45.02,41.5
NE,10/28/16,11,SurveyMonkey,32,52
NE,10/22/16,17,SurveyMonkey,32,51
NE,10/29/16,10,SurveyMonkey,33,52
NE,9/30/16,39,Google Consumer Surveys,31.87,36.58
NE,10/3/16,36,Ipsos,33.32,48.55
NE,10/21/16,18,SurveyMonkey,33,52
NE,9/5/16,64,Ipsos,31.74,51.22
NE,9/23/16,46,Google Consumer Surveys,29.03,38.05
NE,9/19/16,50,Ipsos,32.71,51.19
NE,9/17/16,52,Google Consumer Surveys,29.11,41.65
NE,10/30/16,9,Ipsos,31.62,53.27
NE,11/4/16,4,Google Consumer Surveys,30.33,41.35
NE,10/22/16,17,Google Consumer Surveys,25.43,46.87
NE,10/30/16,9,SurveyMonkey,34,50
NE,10/20/16,19,YouGov,32.3,44.9
NE,8/20/16,80,Google Consumer Surveys,24.5,38.25
NE,10/23/16,16,Ipsos,31.34,52.38
NE,8/29/16,71,Ipsos,27.75,55.65
NE,10/17/16,22,Google Consumer Surveys,31.74,38.71
NE,10/28/16,11,Google Consumer Surveys,27.37,41.53
NE,8/27/16,73,Google Consumer Surveys,28.7,34.35
NH,10/30/16,9,Ipsos,44.42,41.81
NH,11/1/16,7,Gravis Marketing,41,43
NH,10/28/16,11,University of New Hampshire,46,40
NH,10/27/16,12,Praecones Analytica,42.9,44.6
NH,11/2/16,6,University of New Hampshire,47,40
NH,10/28/16,11,Google Consumer Surveys,36.77,38.03
NH,8/8/16,92,Ipsos,40.68,39.45
NH,1/4/16,309,Marist College,45,44
NH,10/31/16,8,SurveyMonkey,47,37
NH,11/4/16,4,Rasmussen Reports/Pulse Opinion Research,46,40
NH,10/28/16,11,Rasmussen Reports/Pulse Opinion Research,46,40
NH,10/29/16,10,Rasmussen Reports/Pulse Opinion Research,44,40
NH,11/4/16,4,Google Consumer Surveys,45.98,31.22
NH,2/6/16,276,University of Massachusetts Lowell,45,40
NH,10/31/16,8,University of New Hampshire,47,40
NH,10/27/16,12,SurveyMonkey,46,36
NH,6/26/16,135,American Research Group,47,42
NH,2/3/16,279,University of Massachusetts Lowell,44,40
NH,9/19/16,50,Ipsos,47.21,41.25
NH,11/16/15,358,Fox News/Anderson Robbins Research/Shaw & Company Research,47,40
NH,11/1/16,7,University of New Hampshire,47,39
NH,11/4/16,4,Emerson College,45.4,43.8
NH,10/3/16,36,Ipsos,46.23,41.64
NH,9/12/16,57,Ipsos,51.19,36.28
NH,10/4/16,35,Suffolk University,44,42
NH,10/27/16,12,Ipsos,46.37,39.88
NH,8/13/16,87,Google Consumer Surveys,51.53,20.86
NH,4/12/16,210,University of New Hampshire,50,31
NH,10/22/16,17,Marist College,45,36
NH,9/18/16,51,Monmouth University,47,38
NH,10/29/16,10,SurveyMonkey,49,35
NH,10/20/16,19,YouGov,43,34.4
NH,4/13/16,209,Dartmouth College,34,29
NH,8/24/16,76,University of New Hampshire,43,32
NH,11/2/16,6,Rasmussen Reports/Pulse Opinion Research,43,42
NH,9/5/16,64,Ipsos,48.47,38.66
NH,2/5/16,277,University of Massachusetts Lowell,45,39
NH,10/18/16,21,Emerson College,44,36
NH,10/27/16,12,University of New Hampshire,46,38
NH,8/29/16,71,Ipsos,49.02,35.71
NH,10/6/16,33,Google Consumer Surveys,56.62,17.43
NH,10/24/16,15,SurveyMonkey,48,36
NH,10/10/16,29,Ipsos,45.11,39.21
NH,6/15/16,146,Greenberg Quinlan Rosner (Democracy Corps),41,41
NH,8/27/16,73,Google Consumer Surveys,32.92,22.15
NH,8/30/16,70,Public Policy Polling,46,41
NH,8/20/16,80,SurveyMonkey,40,34
NH,8/20/16,80,Google Consumer Surveys,45.34,28.86
NH,2/24/16,258,University of New Hampshire,47,39
NH,6/22/16,139,Public Policy Polling,43,39
NH,9/17/16,52,Google Consumer Surveys,28.44,37.61
NH,9/30/16,39,Google Consumer Surveys,46.18,21.23
NH,8/15/16,85,Ipsos,33.7,47.86
NH,7/30/16,101,MassINC Polling Group,47,32
NH,8/11/16,89,YouGov,45,36
NH,9/28/16,41,MassINC Polling Group,42,35
NH,10/11/16,28,MassINC Polling Group,41,38
NH,11/3/16,5,University of New Hampshire,47,41
NH,10/17/16,22,Ipsos,44.41,40.21
NH,9/7/16,62,Marist College,39,37
NH,9/4/16,65,Emerson College,42,37
NH,10/12/16,27,Google Consumer Surveys,47.86,23.29
NH,1/15/16,298,University of New Hampshire,48,39
NH,10/8/16,31,Public Policy Polling,48,37
NH,12/1/15,343,Public Policy Polling,47,41
NH,6/16/16,145,TargetPoint,44,40
NH,2/4/16,278,University of Massachusetts Lowell,46,39
NH,9/23/16,46,Google Consumer Surveys,40.36,38.63
NH,8/6/16,94,Public Policy Polling,50,37
NH,10/29/16,10,University of New Hampshire,46,39
NH,11/1/16,7,SurveyMonkey,48,38
NH,10/31/16,8,Public Policy Polling,48,43
NH,5/13/16,179,MassINC Polling Group,44,42
NH,9/10/16,59,Google Consumer Surveys,34.66,34.38
NH,10/14/16,25,University of New Hampshire,49,34
NH,10/24/16,15,Rasmussen Reports/Pulse Opinion Research,45,41
NH,10/25/16,14,Rasmussen Reports/Pulse Opinion Research,48,39
NH,11/1/16,7,Suffolk University,41.8,42.2
NH,7/20/16,111,Praecones Analytica,38.5,47.9
NH,10/30/16,9,MassINC Polling Group,39,40
NH,9/30/16,39,Greenberg Quinlan Rosner (Democracy Corps),46,38
NH,11/4/16,4,SurveyMonkey,47,38
NH,10/31/16,8,Rasmussen Reports/Pulse Opinion Research,45,41
NH,9/26/16,43,Ipsos,49.45,39.51
NH,8/7/16,93,Vox Populi Communications,41,31
NH,10/17/16,22,Google Consumer Surveys,41.91,29.45
NH,10/21/16,18,SurveyMonkey,49,37
NH,11/1/16,7,American Research Group,43,48
NH,9/22/16,47,American Research Group,46,42
NH,10/19/16,20,YouGov,43,38
NH,10/23/16,16,Monmouth University,46,42
NH,8/22/16,78,Ipsos,43.58,44.52
NH,11/4/16,4,University of New Hampshire,49,38
NH,10/26/16,13,Rasmussen Reports/Pulse Opinion Research,47,39
NH,10/22/16,17,SurveyMonkey,49,35
NH,1/5/16,308,Public Policy Polling,50,36
NH,11/2/16,6,SurveyMonkey,49,38
NH,11/11/15,363,Morning Consult,45,38
NH,10/30/16,9,University of New Hampshire,47,38
NH,11/1/16,7,Rasmussen Reports/Pulse Opinion Research,43,42
NH,8/27/16,73,Public Policy Polling,46,40
NH,10/9/16,30,University of Massachusetts Lowell,45,39
NH,10/30/16,9,SurveyMonkey,47,37
NH,10/28/16,11,SurveyMonkey,48,35
NH,10/24/16,15,Emerson College,46,43
NH,7/13/16,118,University of New Hampshire,37,37
NH,9/26/16,43,GBA Strategies,43,37
NH,10/22/16,17,Google Consumer Surveys,29.52,38.1
NH,10/12/16,27,SurveyMonkey,47,36
NH,10/30/16,9,University of Massachusetts Lowell,44,44
NH,9/3/16,66,Google Consumer Surveys,34.78,20.7
NH,5/26/16,166,"RKM Research and Communications, Inc.",44,44
NJ,9/8/16,61,Rutgers University,50,29
NJ,5/25/16,167,Monmouth University,37,31
NJ,9/15/16,54,Ipsos,50.49,32.22
NJ,10/17/16,22,Google Consumer Surveys,41.22,32.52
NJ,8/27/16,73,Google Consumer Surveys,37.83,29.03
NJ,2/26/16,256,Fairleigh Dickinson University (PublicMind),52,36
NJ,9/26/16,43,Ipsos,46.68,34.18
NJ,10/28/16,11,SurveyMonkey,55,35
NJ,11/4/16,4,Google Consumer Surveys,39.37,32.57
NJ,10/29/16,10,SurveyMonkey,55,36
NJ,6/24/16,137,Fairleigh Dickinson University (PublicMind),44,32
NJ,8/18/16,82,Ipsos,48.08,33.54
NJ,9/5/16,64,Ipsos,46.55,35.11
NJ,10/14/16,25,Fairleigh Dickinson University (PublicMind),49,35
NJ,10/27/16,12,SurveyMonkey,55,34
NJ,6/1/16,160,YouGov,49,34
NJ,10/3/16,36,Ipsos,48.52,33.66
NJ,5/20/16,172,Fairleigh Dickinson University (PublicMind),48,37
NJ,9/17/16,52,Google Consumer Surveys,35.6,36.19
NJ,4/4/16,218,Rutgers University,50,36
NJ,11/2/16,6,SurveyMonkey,53,37
NJ,11/3/16,5,Ipsos,47.78,37.86
NJ,8/13/16,87,Google Consumer Surveys,42.4,28.6
NJ,8/25/16,75,Ipsos,47.4,36.24
NJ,9/3/16,66,Google Consumer Surveys,35.95,33.11
NJ,10/21/16,18,SurveyMonkey,52,36
NJ,8/20/16,80,SurveyMonkey,49,34
NJ,10/20/16,19,YouGov,47.7,35.7
NJ,11/1/16,7,SurveyMonkey,53,37
NJ,10/30/16,9,Stockton College,51,40
NJ,10/31/16,8,SurveyMonkey,55,37
NJ,9/3/16,66,Emerson College,47,43
NJ,10/24/16,15,SurveyMonkey,54,34
NJ,10/6/16,33,Ipsos,49.93,32.23
NJ,9/30/16,39,Google Consumer Surveys,41.69,32.62
NJ,10/12/16,27,Google Consumer Surveys,39.82,32.04
NJ,9/8/16,61,Ipsos,48.91,33.46
NJ,6/24/16,137,Fairleigh Dickinson University (PublicMind),52,31
NJ,9/23/16,46,Google Consumer Surveys,37.55,35.87
NJ,10/28/16,11,Google Consumer Surveys,38.54,33.18
NJ,9/10/16,59,Google Consumer Surveys,36.27,33.98
NJ,10/22/16,17,SurveyMonkey,53,35
NJ,10/30/16,9,Ipsos,46.94,37.7
NJ,10/31/16,8,Ipsos,49.72,36.13
NJ,10/6/16,33,Google Consumer Surveys,40.3,34.19
NJ,8/20/16,80,Google Consumer Surveys,37.78,31.6
NJ,10/20/16,19,Ipsos,50.95,34.25
NJ,8/11/16,89,Ipsos,46.14,32.85
NJ,10/30/16,9,SurveyMonkey,54,38
NJ,5/13/16,179,Quinnipiac University,45,38
NJ,10/13/16,26,Ipsos,52.66,31.71
NJ,9/25/16,44,Stockton College,46.2,39.8
NJ,10/22/16,17,Google Consumer Surveys,43.94,28.62
NJ,11/4/16,4,SurveyMonkey,52,37
NM,8/29/16,71,Ipsos,38.01,47.6
NM,9/3/16,66,Google Consumer Surveys,27.25,29.96
NM,10/22/16,17,Google Consumer Surveys,47.68,23.64
NM,10/22/16,17,SurveyMonkey,42,34
NM,10/12/16,27,SurveyMonkey,41,33
NM,10/17/16,22,Ipsos,48.54,39.41
NM,9/24/16,45,Zia Poll,41.8,36.6
NM,9/30/16,39,SurveyUSA,46,33
NM,11/2/16,6,"Research & Polling, Inc.",45,40
NM,10/30/16,9,The Times-Picayune/Lucid,39,31
NM,10/24/16,15,Zia Poll,45,40
NM,10/30/16,9,SurveyMonkey,40,35
NM,9/19/16,50,Ipsos,48.94,39.69
NM,8/20/16,80,Google Consumer Surveys,41.65,25.13
NM,10/30/16,9,Ipsos,40.94,38.34
NM,10/29/16,10,SurveyMonkey,42,34
NM,9/17/16,52,Google Consumer Surveys,30.14,29.76
NM,10/28/16,11,SurveyMonkey,44,34
NM,11/6/16,2,Zia Poll,46,44
NM,8/20/16,80,Public Policy Polling,40,31
NM,10/6/16,33,Google Consumer Surveys,35.4,28.14
NM,5/14/16,178,Public Policy Polling,41,33
NM,9/30/16,39,Google Consumer Surveys,43.05,22.73
NM,8/27/16,73,Google Consumer Surveys,36.08,27.95
NM,9/23/16,46,Google Consumer Surveys,37.92,26.02
NM,11/4/16,4,Google Consumer Surveys,42.52,29.93
NM,10/31/16,8,SurveyMonkey,41,36
NM,8/20/16,80,SurveyMonkey,37,29
NM,10/28/16,11,Google Consumer Surveys,38.58,31.99
NM,11/2/16,6,SurveyMonkey,40,36
NM,9/10/16,59,Google Consumer Surveys,42.32,28.46
NM,10/21/16,18,SurveyMonkey,41,34
NM,11/1/16,7,Zia Poll,46,43
NM,9/5/16,64,Ipsos,37.79,43.19
NM,10/3/16,36,Ipsos,43.87,36.38
NM,10/20/16,19,YouGov,41.7,34.6
NM,11/1/16,7,Gravis Marketing,45,37
NM,8/13/16,87,Google Consumer Surveys,37.35,25.97
NM,8/8/16,92,Ipsos,43.98,41.45
NM,11/4/16,4,SurveyMonkey,40,38
NM,10/11/16,28,Zia Poll,46,36
NM,9/28/16,41,"Research & Polling, Inc.",35,31
NM,10/10/16,29,Ipsos,51.28,35.11
NM,10/12/16,27,Google Consumer Surveys,40.3,22.32
NM,10/24/16,15,SurveyMonkey,43,35
NM,10/27/16,12,SurveyMonkey,45,33
NM,10/27/16,12,Ipsos,44.68,41.92
NM,11/1/16,7,SurveyMonkey,41,36
NM,9/26/16,43,Ipsos,49.11,35.93
NM,10/17/16,22,Google Consumer Surveys,40.02,26.18
NM,9/12/16,57,Ipsos,46.94,37.92
NV,11/4/16,4,Emerson College,46.8,45.6
NV,9/29/16,40,Garin-Hart-Yang Research Group,44,41
NV,10/10/16,29,Public Policy Polling,47,43
NV,8/20/16,80,SurveyMonkey,40,37
NV,10/20/16,19,YouGov,42.5,40.9
NV,10/30/16,9,Remington,44,48
NV,10/17/16,22,Ipsos,40.2,40.11
NV,7/23/16,108,Rasmussen Reports/Pulse Opinion Research,38,43
NV,9/12/16,57,Ipsos,45.03,45.02
NV,8/22/16,78,Ipsos,42.89,34.94
NV,11/4/16,4,Rasmussen Reports/Pulse Opinion Research,44,44
NV,10/27/16,12,SurveyMonkey,43,43
NV,10/11/16,28,Public Opinion Strategies,45,39
NV,9/19/16,50,Fox News/Anderson Robbins Research/Shaw & Company Research,40,43
NV,10/29/16,10,Rasmussen Reports/Pulse Opinion Research,44,40
NV,10/31/16,8,Rasmussen Reports/Pulse Opinion Research,44,44
NV,9/19/16,50,Ipsos,42.38,43.73
NV,11/5/16,3,Insights West,42,42
NV,10/21/16,18,Rasmussen Reports/Pulse Opinion Research,46,42
NV,9/14/16,55,Greenberg Quinlan Rosner (Democracy Corps),42,42
NV,6/16/16,145,TargetPoint,45,46
NV,8/27/16,73,Google Consumer Surveys,34.38,33.9
NV,8/13/16,87,Google Consumer Surveys,31.76,35.73
NV,9/17/16,52,Google Consumer Surveys,32.23,33.54
NV,10/13/16,26,YouGov,46,40
NV,10/21/16,18,SurveyMonkey,44,44
NV,9/28/16,41,Bendixen & Amandi International,45,44
NV,9/23/16,46,Google Consumer Surveys,33.96,34.44
NV,10/31/16,8,Public Policy Polling,48,45
NV,11/2/16,6,Trafalgar Group,45.01,49.61
NV,7/30/16,101,Rasmussen Reports/Pulse Opinion Research,41,40
NV,11/13/15,361,Morning Consult,41,44
NV,9/26/16,43,Ipsos,46.23,42.29
NV,10/27/16,12,Ipsos,45.39,42.15
NV,5/24/16,168,Gravis Marketing,41,44
NV,10/6/16,33,Google Consumer Surveys,43.81,30.43
NV,10/30/16,9,SurveyMonkey,43,44
NV,10/30/16,9,JMC Enterprises,45,45
NV,11/2/16,6,SurveyMonkey,44,43
NV,11/1/16,7,Remington,45,46
NV,10/3/16,36,Emerson College,43,43
NV,10/28/16,11,Rasmussen Reports/Pulse Opinion Research,43,41
NV,10/21/16,18,Remington,44,47
NV,10/28/16,11,SurveyMonkey,43,42
NV,9/10/16,59,Google Consumer Surveys,27.78,35.62
NV,10/24/16,15,SurveyMonkey,43,44
NV,10/25/16,14,Rasmussen Reports/Pulse Opinion Research,44,43
NV,8/20/16,80,Google Consumer Surveys,30.03,41.46
NV,7/8/16,123,Monmouth University,45,41
NV,10/12/16,27,CNN/Opinion Research Corp.,46,44
NV,10/17/16,22,Google Consumer Surveys,36.7,35.81
NV,10/11/16,28,JMC Enterprises,43,41
NV,10/26/16,13,Rasmussen Reports/Pulse Opinion Research,43,42
NV,10/28/16,11,Google Consumer Surveys,40.39,33.32
NV,10/10/16,29,Ipsos,47.68,43.43
NV,10/3/16,36,Ipsos,40.77,38.73
NV,9/3/16,66,Google Consumer Surveys,34.75,33.81
NV,10/25/16,14,Gravis Marketing,46,46
NV,11/4/16,4,Gravis Marketing,45,43
NV,10/22/16,17,Marist College,43,43
NV,10/26/16,13,Emerson College,44,42
NV,11/1/16,7,SurveyMonkey,42,43
NV,8/15/16,85,Ipsos,40.86,38.78
NV,10/15/16,24,Monmouth University,47,40
NV,10/29/16,10,SurveyMonkey,42,43
NV,10/24/16,15,Rasmussen Reports/Pulse Opinion Research,45,41
NV,10/21/16,18,Bendixen & Amandi International,48,41
NV,10/29/16,10,CNN/Opinion Research Corp.,43,49
NV,9/28/16,41,Suffolk University,44.2,38.2
NV,9/7/16,62,Marist College,41,42
NV,9/13/16,56,Insights West,40,42
NV,8/3/16,97,YouGov,43,41
NV,9/5/16,64,Ipsos,37.63,41.48
NV,10/24/16,15,Ipsos,47.22,41.66
NV,9/12/16,57,Monmouth University,42,44
NV,10/12/16,27,SurveyMonkey,40,44
NV,9/17/16,52,Rasmussen Reports/Pulse Opinion Research,39,42
NV,8/16/16,84,Suffolk University,43.8,41.6
NV,11/4/16,4,Google Consumer Surveys,36.02,37.99
NV,9/30/16,39,Google Consumer Surveys,35.2,33.06
NV,8/29/16,71,Ipsos,43.35,40.55
NV,11/1/16,7,Rasmussen Reports/Pulse Opinion Research,44,43
NV,9/6/16,63,Public Policy Polling,45,42
NV,10/31/16,8,SurveyMonkey,43,44
NV,11/2/16,6,Rasmussen Reports/Pulse Opinion Research,43,43
NV,10/22/16,17,Google Consumer Surveys,36.38,33.18
NV,8/8/16,92,Ipsos,39.99,38.33
NV,10/22/16,17,SurveyMonkey,44,44
NV,6/15/16,146,Greenberg Quinlan Rosner (Democracy Corps),44,44
NV,10/12/16,27,Google Consumer Surveys,33.6,35.34
NV,10/30/16,9,The Times-Picayune/Lucid,45,38
NV,11/4/16,4,SurveyMonkey,45,43
NV,10/10/16,29,Clarity Campaign Labs,43,43
NY,11/4/16,4,SurveyMonkey,57,32
NY,11/1/16,7,SurveyMonkey,58,32
NY,10/31/16,8,Ipsos,56.42,34.22
NY,9/13/16,56,Siena College,51,30
NY,10/24/16,15,Ipsos,51.97,30.28
NY,8/13/16,87,Google Consumer Surveys,41.23,26.04
NY,8/29/16,71,Ipsos,50,28.47
NY,8/29/16,71,Emerson College,52.1,34.2
NY,9/22/16,47,Marist College,52,31
NY,10/3/16,36,Ipsos,54.76,31.07
NY,3/1/16,252,Siena College,57,34
NY,11/2/16,6,SurveyMonkey,58,31
NY,2/1/16,281,Siena College,57,32
NY,10/12/16,27,Google Consumer Surveys,47.36,27.7
NY,9/12/16,57,Ipsos,53.44,29.97
NY,4/7/16,215,Baruch College,51,35
NY,10/31/16,8,SurveyMonkey,57,32
NY,11/3/16,5,Ipsos,51.49,33
NY,10/28/16,11,SurveyMonkey,56,33
NY,9/10/16,59,Google Consumer Surveys,39.81,31.36
NY,9/3/16,66,Google Consumer Surveys,37.34,28.83
NY,4/16/16,206,Emerson College,55,36
NY,10/28/16,11,Google Consumer Surveys,42.3,30.2
NY,8/20/16,80,SurveyMonkey,51,31
NY,8/20/16,80,Google Consumer Surveys,39.08,27.65
NY,9/26/16,43,Ipsos,49.34,29.05
NY,7/15/16,116,Quinnipiac University,45,33
NY,11/4/16,4,Gravis Marketing,55,36
NY,4/25/16,197,Siena College,56,30
NY,9/17/16,52,Google Consumer Surveys,41.56,28.23
NY,9/19/16,50,Ipsos,52.85,34.06
NY,10/22/16,17,SurveyMonkey,57,32
NY,8/6/16,94,Gravis Marketing,48,34
NY,10/10/16,29,Ipsos,52.61,26.67
NY,11/3/16,5,Siena College,51,34
NY,3/25/16,228,Quinnipiac University,53,33
NY,10/17/16,22,Ipsos,53.73,30.1
NY,10/27/16,12,SurveyMonkey,57,33
NY,10/24/16,15,SurveyMonkey,57,32
NY,10/20/16,19,YouGov,52.7,31.4
NY,10/15/16,24,Siena College,54,30
NY,4/6/16,216,Emerson College,54,36
NY,9/5/16,64,Ipsos,51.83,30.11
NY,10/6/16,33,Google Consumer Surveys,41.72,30.76
NY,6/25/16,136,Siena College,54,31
NY,9/23/16,46,Google Consumer Surveys,42.53,29.4
NY,8/27/16,73,Google Consumer Surveys,41.64,29.9
NY,9/30/16,39,Google Consumer Surveys,43.02,31.27
NY,4/8/16,214,Marist College,61,32
NY,4/8/16,214,Public Policy Polling,55,35
NY,8/8/16,92,Siena College,50,25
NY,10/29/16,10,SurveyMonkey,57,33
NY,10/22/16,17,Google Consumer Surveys,43.97,29.08
NY,5/24/16,168,Siena College,52,31
NY,10/17/16,22,Google Consumer Surveys,44.04,28.96
NY,8/22/16,78,Ipsos,53.3,31.38
NY,8/15/16,85,Ipsos,51.99,29.64
NY,10/30/16,9,SurveyMonkey,58,32
NY,10/30/16,9,Ipsos,53.13,37.14
NY,11/4/16,4,Google Consumer Surveys,39.83,33.29
NY,4/5/16,217,Fox News/Anderson Robbins Research/Shaw & Company Research,53,37
NY,3/15/16,238,Emerson College,55,36
NY,10/21/16,18,SurveyMonkey,58,31
OH,6/13/16,148,Quinnipiac University,38,36
OH,10/13/16,26,Quinnipiac University,45,45
OH,10/29/16,10,Rasmussen Reports/Pulse Opinion Research,47,41
OH,9/30/16,39,Google Consumer Surveys,36.04,33.55
OH,10/11/16,28,Emerson College,45,43
OH,10/11/16,28,Marist College,41,42
OH,6/16/16,145,Evolving Strategies,41,34
OH,10/30/16,9,Remington,43,48
OH,8/29/16,71,Ipsos,43.1,45.95
OH,10/20/16,19,Rasmussen Reports/Pulse Opinion Research,42,44
OH,9/23/16,46,Google Consumer Surveys,31.94,35.09
OH,9/19/16,50,Fox News/Anderson Robbins Research/Shaw & Company Research,37,42
OH,10/27/16,12,SurveyMonkey,41,44
OH,9/18/16,51,TargetSmart/William & Mary,40,37
OH,10/4/16,35,TargetSmart/William & Mary,43.2,40.3
OH,10/31/16,8,Rasmussen Reports/Pulse Opinion Research,46,43
OH,8/5/16,95,Marist College,39,35
OH,11/1/16,7,Remington,44,45
OH,8/27/16,73,Google Consumer Surveys,28.93,34.5
OH,7/5/16,126,Quinnipiac University,36,37
OH,9/8/16,61,YouGov,46,39
OH,2/15/16,267,Baldwin Wallace University,37,39
OH,10/17/16,22,Google Consumer Surveys,33.83,38.97
OH,11/4/16,4,Gravis Marketing,42,48
OH,10/10/16,29,Ipsos,42.15,42.98
OH,11/3/16,5,YouGov,45,46
