end_date,days_left,pollster,sample_size,biden,trump
2020-10-11,23,Data for Progress,822,47,48
2020-10-11,23,Civiqs,586,47,50
2020-10-11,23,Civiqs,560,53,45
2020-10-11,23,Civiqs,543,52,43
2020-10-11,23,Civiqs,600,52,45
2020-10-11,23,TIPP,851,52.3,42.849999999999994
2020-10-11,23,WPA Intelligence,512,44,42
2020-10-11,23,RMG Research,800,47,45
2020-10-11,23,Susquehanna,500,48,46
2020-10-11,23,Siena College/NYT Upshot,614,48,40
2020-10-11,23,Ipsos,577,51.5,44.5
2020-10-11,23,Ipsos,622,51,44.5
2020-10-11,23,Morning Consult,1144,49,46
2020-10-11,23,Morning Consult,837,54,40
2020-10-11,23,Morning Consult,4785,51,46
2020-10-11,23,Morning Consult,1837,47,49
2020-10-11,23,Morning Consult,1710,51,44
2020-10-11,23,Morning Consult,898,50,44
2020-10-11,23,Morning Consult,1993,50,46
2020-10-11,23,Morning Consult,2283,46,49
2020-10-11,23,Morning Consult,2610,52,44
2020-10-11,23,Morning Consult,903,42,54
2020-10-11,23,Morning Consult,3455,47,49
2020-10-11,23,Morning Consult,1067,51,44
2020-10-11,23,USC Dornsife,5073,53.879999999999995,41.195
2020-10-10,24,Redfield & Wilton Strategies,1679,49,41
2020-10-10,24,Florida Atlantic University,644,51.2,47
2020-10-10,24,Redfield & Wilton Strategies,720,48,46
2020-10-10,24,Redfield & Wilton Strategies,827,51,41
2020-10-10,24,Redfield & Wilton Strategies,981,52,43
2020-10-10,24,Redfield & Wilton Strategies,1145,49,44
2020-10-10,24,Redfield & Wilton Strategies,950,49,42
2020-10-10,24,Redfield & Wilton Strategies,613,49,45
2020-10-10,24,RMG Research,1240,51,43
2020-10-10,24,Morning Consult,12000,51,43
2020-10-10,24,SurveyMonkey,25748,52.36,45.72
2020-10-10,24,USC Dornsife,5099,53.665,41.33
2020-10-09,25,Morning Consult,12000,51,43
2020-10-09,25,SurveyMonkey,34460,52.74,45.33
2020-10-09,25,ABC/Washington Post,725,54.5,42.5
2020-10-09,25,YouGov,1190,52,46
2020-10-09,25,YouGov,1036,52,46
2020-10-09,25,YouGov,1035,49,49
2020-10-09,25,Whitman Insight Strategies,517,51,46
2020-10-09,25,YouGov,800,47,38
2020-10-09,25,USC Dornsife,5206,53.355000000000004,41.655
2020-10-08,26,Trafalgar Group,1087,43.8,47.8
2020-10-08,26,Ipsos,882,53,41
2020-10-08,26,Morning Consult,12000,51,43
2020-10-08,26,SurveyMonkey,33925,53.35,44.82
2020-10-08,26,Opinion Insight,800,47,45
2020-10-08,26,POS,1000,55,41
2020-10-08,26,RMG Research,800,48,46
2020-10-08,26,OH Predictive Insights / MBQF,608,49.5,46
2020-10-08,26,Baldwin Wallace University/Oakland University/Ohio Northern University,1134,50.2,43.2
2020-10-08,26,Baldwin Wallace University/Oakland University/Ohio Northern University,1009,45.4,47
2020-10-08,26,Baldwin Wallace University/Oakland University/Ohio Northern University,1140,49.6,44.5
2020-10-08,26,Baldwin Wallace University/Oakland University/Ohio Northern University,883,49.2,42.5
2020-10-08,26,USC Dornsife,5161,53.025,42.055
2020-10-07,27,Landmark Communications,600,46.8,48.6
2020-10-07,27,InsiderAdvantage,400,43,46
2020-10-07,27,Emerson College Polling Society,716,54.2,43.4
2020-10-07,27,Emerson College Polling Society,500,43.6,56.4
2020-10-07,27,Morning Consult,17249,52,43
2020-10-07,27,SurveyMonkey,30687,53.28,44.9
2020-10-07,27,Redfield & Wilton Strategies,727,49,43
2020-10-07,27,Redfield & Wilton Strategies,688,51,41
2020-10-07,27,Ipsos,678,49,45
2020-10-07,27,Ipsos,633,48,46
2020-10-07,27,USC Dornsife,5114,53.36,41.825
2020-10-07,27,YouGov,931,43.2,51.8
2020-10-06,28,Data for Progress,863,56.2,40.81
2020-10-06,28,Crosswind Media & Public Relations,1000,44,51
2020-10-06,28,YouGov,1364,51,42
2020-10-06,28,Morning Consult,12000,51,43
2020-10-06,28,Redfield & Wilton Strategies,938,49,44
2020-10-06,28,Redfield & Wilton Strategies,998,49,44
2020-10-06,28,Redfield & Wilton Strategies,927,49,42
2020-10-06,28,Redfield & Wilton Strategies,700,50,42
2020-10-06,28,SurveyMonkey,20168,53.26,44.88
2020-10-06,28,Trafalgar Group,1048,35.9,54.1
2020-10-06,28,Civiqs,756,48,47
2020-10-06,28,Civiqs,895,48,48
2020-10-06,28,Beacon Research/Shaw & Company,1012,53,43
2020-10-06,28,Opinion Insight,800,51,42
2020-10-06,28,Ipsos,882,52,40
2020-10-06,28,Siena College/NYT Upshot,661,45,44
2020-10-06,28,Siena College/NYT Upshot,660,48,42
2020-10-06,28,Pan Atlantic/SMS,600,50.3,39.7
2020-10-06,28,Pan Atlantic/SMS,300,50.25,39.75
2020-10-06,28,SurveyUSA,929,47,40
2020-10-06,28,SurveyUSA,1021,50,40
2020-10-06,28,Research America Inc.,450,39,53
2020-10-06,28,Rasmussen (Pulse Opinion Research),2500,52,40
2020-10-06,28,Ipsos,709,51,43
2020-10-06,28,Ipsos,601,47,47
2020-10-06,28,Latino Decisions,600,48,45
2020-10-06,28,U. Georgia SPIA,1106,46.4,47.5
2020-10-06,28,USC Dornsife,4999,52.79,42.175
2020-10-05,29,Emerson College Polling Society,688,50.8,47.4
2020-10-05,29,Data Orbital,550,47.7,43.2
2020-10-05,29,Morning Consult,12000,52,43
2020-10-05,29,SurveyMonkey,12691,52.72,45.33
2020-10-05,29,Basswood Research,800,47.8,47.9
2020-10-05,29,Quinnipiac,1256,51,40
2020-10-05,29,Quinnipiac,1205,50,45
2020-10-05,29,Quinnipiac,1211,54,41
2020-10-05,29,Data for Progress,737,43,49
2020-10-05,29,Data for Progress,1285,51,44
2020-10-05,29,Data for Progress,1949,47,45
2020-10-05,29,Fairleigh Dickinson,582,53,38
2020-10-05,29,Ipsos,601,50,44
2020-10-05,29,Ipsos,605,50,45
2020-10-05,29,HighGround,400,45.8,44.8
2020-10-05,29,USC Dornsife,4914,53.155,41.975
2020-10-04,30,Redfield & Wilton Strategies,2127,50,42
2020-10-04,30,Morning Consult,15478,52,43
2020-10-04,30,Change Research,2167,52,42
2020-10-04,30,Léger,843,49,40
2020-10-04,30,Change Research,296,51,45
2020-10-04,30,Change Research,560,50,46
2020-10-04,30,Change Research,676,51,43
2020-10-04,30,Change Research,396,49,47
2020-10-04,30,Change Research,468,50,46
2020-10-04,30,Change Research,442,51,44
2020-10-04,30,East Carolina University,1232,50.4,47.2
2020-10-04,30,SurveyMonkey,12510,52.33,45.52
2020-10-04,30,SSRS,1001,57,41
2020-10-04,30,U. North Florida,3142,51,45
2020-10-04,30,Suffolk,500,45,45
2020-10-04,30,SurveyUSA,1114,53,43
2020-10-04,30,Qriously,2048,51,38
2020-10-04,30,St. Anselm,1147,53,41
2020-10-04,30,"Fairbank, Maslin, Maullin, Metz & Associates",450,53,42
2020-10-04,30,Monmouth U.,500,53.5,44
2020-10-04,30,Global Marketing Research Services,971,51.91,36.05
2020-10-04,30,Marquette Law School,700,47,42
2020-10-04,30,Goucher College,776,61,30
2020-10-04,30,Patinkin Research Strategies,600,46,49
2020-10-04,30,Y2 Analytics,1214,40,50
2020-10-04,30,Critical Insights,466,51,40
2020-10-04,30,Critical Insights,232,62,30
2020-10-04,30,Critical Insights,234,41,49
2020-10-04,30,Alaska Survey Research,676,46,50
2020-10-04,30,YouGov,908,45,50
2020-10-04,30,USC Dornsife,4836,52.985,42.015
2020-10-03,31,Ipsos,596,51,41
2020-10-03,31,YouGov,1088,50,43
2020-10-03,31,Siena College/NYT Upshot,655,49,41
2020-10-03,31,Trafalgar Group,1035,43.9,47.6
2020-10-03,31,Morning Consult,12000,52,43
2020-10-03,31,RMG Research,763,51,43
2020-10-03,31,SurveyMonkey,17645,52.04,45.73
2020-10-03,31,Patinkin Research Strategies,604,50,46
2020-10-03,31,Glengariff Group Inc.,600,48,39.2
2020-10-03,31,USC Dornsife,4686,52.69,42.43
2020-10-02,32,John Zogby Strategies/EMI Research Solutions,1006,48.099999999999994,46.05
2020-10-02,32,YouGov,1345,48,40
2020-10-02,32,Siena College/NYT Upshot,706,49,42
2020-10-02,32,YouGov,1187,51,44
2020-10-02,32,YouGov,1114,47,47
2020-10-02,32,Morning Consult,12000,51,43
2020-10-02,32,SurveyMonkey,21170,51.96,45.8
2020-10-02,32,Garin Hart Yang,600,48,50
2020-10-02,32,EMC Research,848,49,49
2020-10-02,32,Saint Leo U.,947,52.1,38.3
2020-10-02,32,Saint Leo U.,489,49.9,43.9
2020-10-02,32,Targoz Market Research,1045,45,46
2020-10-02,32,USC Dornsife,4707,52.92,42.165
2020-10-02,32,MSU - Bozeman,1615,44,51
2020-10-01,33,Emerson College Polling Society,700,53.1,45.3
2020-10-01,33,TIPP,1021,48.6,45.9
2020-10-01,33,Data for Progress,1146,51,41
2020-10-01,33,Remington,980,46,51
2020-10-01,33,Siena College/NYT Upshot,710,47,42
2020-10-01,33,PPP,886,53,39
2020-10-01,33,Ipsos,882,50,41
2020-10-01,33,Morning Consult,12000,51,43
2020-10-01,33,SurveyMonkey,24022,52.02,45.88
2020-10-01,33,OnMessage Inc.,800,47,47.5
2020-10-01,33,USC Dornsife,4799,52.935,41.95
2020-09-30,34,Landmark Communications,500,46.6,44.9
2020-09-30,34,Change Research,925,54,41
2020-09-30,34,Morning Consult,12000,51,43
2020-09-30,34,SurveyMonkey,24292,51.78,46.19
2020-09-30,34,YouGov,1350,50,42
2020-09-30,34,Suffolk,500,50,46
2020-09-30,34,USC Dornsife,4943,52.375,41.834999999999994
2020-09-30,34,SurveyMonkey,236,33.86,64.92
2020-09-30,34,SurveyMonkey,516,36.03,62.28
2020-09-30,34,SurveyMonkey,3806,53.45,44.3
2020-09-30,34,SurveyMonkey,7953,63.61,34.68
2020-09-30,34,SurveyMonkey,427,64.06,34.05
2020-09-30,34,SurveyMonkey,2882,56.28,41.66
2020-09-30,34,SurveyMonkey,1192,42.3,56.09
2020-09-30,34,SurveyMonkey,13395,46.13,51.78
2020-09-30,34,SurveyMonkey,2329,40.64,57.68
2020-09-30,34,SurveyMonkey,354,40.74,58.23
2020-09-30,34,SurveyMonkey,1833,45.37,52.53
2020-09-30,34,SurveyMonkey,351,62.21,37.5
2020-09-30,34,SurveyMonkey,4613,51.74,46.42
2020-09-30,34,SurveyMonkey,2109,60.59,37.54
2020-09-30,34,SurveyMonkey,1174,35.17,63.08
2020-09-30,34,SurveyMonkey,4012,46.89,51.09
2020-09-30,34,SurveyMonkey,10007,64.03,33.54
2020-09-30,34,SurveyMonkey,1239,51.37,46.72
2020-09-30,34,SurveyMonkey,1015,54.46,44.12
2020-09-30,34,SurveyMonkey,2952,60.25,36.85
2020-09-30,34,SurveyMonkey,637,54.95,43.13
2020-09-30,34,SurveyMonkey,799,40.76,57.13
2020-09-30,34,SurveyMonkey,249,33.65,63.33
2020-09-30,34,SurveyMonkey,3475,52.21,45.64
2020-09-30,34,SurveyMonkey,480,40.52,57.32
2020-09-30,34,SurveyMonkey,782,44.05,54.86
2020-09-30,34,SurveyMonkey,2157,44.95,52.91
2020-09-30,34,SurveyMonkey,2808,54.68,43.48
2020-09-30,34,SurveyMonkey,3297,52.68,44.43
2020-09-30,34,SurveyMonkey,729,59.77,38.31
2020-09-30,34,SurveyMonkey,2364,67.11,31
2020-09-30,34,SurveyMonkey,2665,66.01,31.77
2020-09-30,34,SurveyMonkey,2475,38.11,59.92
2020-09-30,34,SurveyMonkey,1479,39.26,59.43
2020-09-30,34,SurveyMonkey,1135,47.13,51.9
2020-09-30,34,SurveyMonkey,2367,44.74,52.62
2020-09-30,34,SurveyMonkey,8392,61.06,36.34
2020-09-30,34,SurveyMonkey,761,35.01,63.81
2020-09-30,34,SurveyMonkey,1276,46.35,51.91
2020-09-30,34,SurveyMonkey,474,65.62,33.33
2020-09-30,34,SurveyMonkey,3468,49.08,48.43
2020-09-30,34,SurveyMonkey,12962,50.52,47.19
2020-09-30,34,SurveyMonkey,395,61.24,37.16
2020-09-30,34,SurveyMonkey,343,86.34,12.04
2020-09-30,34,SurveyMonkey,1415,61.25,37.07
2020-09-30,34,SurveyMonkey,2717,56.97,41.45
2020-09-30,34,SurveyMonkey,20346,63.3,34.78
2020-09-30,34,SurveyMonkey,7100,50.97,47.45
2020-09-30,34,SurveyMonkey,771,37.67,61.58
2020-09-30,34,SurveyMonkey,1354,39.02,58.71
2020-09-30,34,SurveyMonkey,563,44.72,53.49
2020-09-29,35,Siena,504,61,29
2020-09-29,35,Morning Consult,12000,51,43
2020-09-29,35,SurveyMonkey,20951,51.85,45.94
2020-09-29,35,Civiqs,969,50,47
2020-09-29,35,Civiqs,677,42,52
2020-09-29,35,Civiqs,944,56,39
2020-09-29,35,Ipsos,864,51,42
2020-09-29,35,Strategies 360,800,49,45
2020-09-29,35,Rasmussen (Pulse Opinion Research),3000,51,43
2020-09-29,35,Cherry Communications,604,49,44
2020-09-29,35,USC Dornsife,5097,52.165,41.945
2020-09-28,36,SurveyUSA,558,59,32
2020-09-28,36,Trafalgar Group,1042,48.7,47.1
2020-09-28,36,Morning Consult,12000,51,43
2020-09-28,36,SurveyMonkey,15482,51.89,45.91
2020-09-28,36,Susquehanna,500,47,46
2020-09-28,36,Trafalgar Group,1084,47.2,44.3
2020-09-28,36,American Research Group,600,53,44
2020-09-28,36,U. New Hampshire,972,53,44
2020-09-28,36,GBAO,800,44,49
2020-09-28,36,Data for Progress,808,49.5,45.5
2020-09-28,36,Data for Progress,743,44.5,48.5
2020-09-28,36,Data for Progress,718,54,40
2020-09-28,36,Data for Progress,824,44,48.5
2020-09-28,36,USC Dornsife,5261,51.94,42
2020-09-27,37,Redfield & Wilton Strategies,2445,50,40
2020-09-27,37,Siena College/NYT Upshot,420,48,41
2020-09-27,37,Siena College/NYT Upshot,711,49,40
2020-09-27,37,Léger,854,47,40
2020-09-27,37,Morning Consult,12965,51,44
2020-09-27,37,Zogby,833,45.5,43.4
2020-09-27,37,SurveyMonkey,15443,51.74,46.07
2020-09-27,37,Monmouth U.,809,50,45
2020-09-27,37,Qriously,2273,50,40
2020-09-27,37,Hart Research Associates,400,48,48.2
2020-09-27,37,Quinnipiac,1125,50,47
2020-09-27,37,Quinnipiac,1123,47,48
2020-09-27,37,Redfield & Wilton Strategies,663,48,43
2020-09-27,37,University of Delaware,847,54,33
2020-09-27,37,USC Dornsife,5254,52.205,41.885000000000005
2020-09-27,37,PureSpectrum,26838,50,40
2020-09-26,38,TIPP,774,49.7,44.7
2020-09-26,38,Morning Consult,12000,51,44
2020-09-26,38,RMG Research,752,51,45
2020-09-26,38,SurveyMonkey,21047,51.71,46.12
2020-09-26,38,Victory Research,1208,52.9,39.8
2020-09-26,38,Susquehanna,500,47,44
2020-09-26,38,RABA Research,780,48,46
2020-09-26,38,Redfield & Wilton Strategies,871,47,44
2020-09-26,38,Redfield & Wilton Strategies,1097,47,45
2020-09-26,38,Redfield & Wilton Strategies,785,51,42
2020-09-26,38,Redfield & Wilton Strategies,789,45,44
2020-09-26,38,ABC/Washington Post,568,54,45
2020-09-26,38,USC Dornsife,5258,52.084999999999994,42.040000000000006
2020-09-25,39,Pulse Opinion Research,750,49,48
2020-09-25,39,Morning Consult,12000,51,43
2020-09-25,39,Pulse Opinion Research,850,56,42
2020-09-25,39,Redfield & Wilton Strategies,1073,48,43
2020-09-25,39,Redfield & Wilton Strategies,1015,50,44
2020-09-25,39,SurveyMonkey,23974,52.1,45.74
2020-09-25,39,YouGov,1164,46,47
2020-09-25,39,YouGov,1213,48,46
2020-09-25,39,YouGov,1080,42,52
2020-09-25,39,Trafalgar Group,1189,47.7,44.9
2020-09-25,39,Cygnal Political,600,51.5,41.4
2020-09-25,39,Echelon Insights,1018,50.5,42
2020-09-25,39,U. Massachusetts - Lowell,921,47.5,48
2020-09-25,39,U. Massachusetts - Lowell,882,46,49.5
2020-09-25,39,U. Massachusetts - Lowell,657,52.5,44
2020-09-25,39,USC Dornsife,5331,52.035,42.019999999999996
2020-09-25,39,University of Nevada Las Vegas Lee Business School,641,46,41
2020-09-24,40,Ipsos,934,50,41
2020-09-24,40,Siena College/NYT Upshot,950,49,41
2020-09-24,40,Harris Poll,1237,52,48
2020-09-24,40,Morning Consult,12000,51,44
2020-09-24,40,SurveyMonkey,22170,52.37,45.27
2020-09-24,40,ABC News,739,51.5,43.5
2020-09-24,40,Suffolk,500,46.6,40.2
2020-09-24,40,Marist,727,54,44
2020-09-24,40,USC Dornsife,5378,51.945,41.845
2020-09-23,41,Emerson College Polling Society,1000,49.62,46.58
2020-09-23,41,Redfield & Wilton Strategies,2500,50,41
2020-09-23,41,YouGov,1125,49,44
2020-09-23,41,Mason-Dixon,800,48,42
2020-09-23,41,Morning Consult,12000,51,44
2020-09-23,41,SurveyMonkey,19097,52.45,45.24
2020-09-23,41,Beacon Research/Shaw & Company,810,52,41
2020-09-23,41,Beacon Research/Shaw & Company,830,50,45
2020-09-23,41,Beacon Research/Shaw & Company,856,51,44
2020-09-23,41,Harstad,602,46,47
2020-09-23,41,Marist,799,52,44
2020-09-23,41,Colby College,847,50,39
2020-09-23,41,Colby College,416,54,36
2020-09-23,41,Colby College,425,46,43
2020-09-23,41,Anzalone Liszt Grove,800,52,44
2020-09-23,41,J.L. Partners,4053,51,41
2020-09-23,41,USC Dornsife,5370,51.65,41.97
2020-09-22,42,St. Pete Polls,2906,49.7,46.5
2020-09-22,42,YouGov,1124,49,42
2020-09-22,42,Trafalgar Group,1015,46,46.7
2020-09-22,42,Morning Consult,12000,51,44
2020-09-22,42,SurveyMonkey,13675,52.68,44.96
2020-09-22,42,Monmouth U.,402,46,49
2020-09-22,42,Ipsos,889,50,42
2020-09-22,42,Rasmussen (Pulse Opinion Research),3000,48.03,47.02
2020-09-22,42,Siena College/NYT Upshot,501,45,42
2020-09-22,42,Siena College/NYT Upshot,653,43,46
2020-09-22,42,Data for Progress,481,45,46
2020-09-22,42,Data for Progress,620,46,43
2020-09-22,42,Data for Progress,726,45,46
2020-09-22,42,Hofstra University,2000,53.2,41.9
2020-09-22,42,USC Dornsife,5440,51.83,41.915
2020-09-22,42,Public Religion Research Institute,1387,55,44
2020-09-22,42,Public Religion Research Institute,1736,57,42
2020-09-22,42,Baldwin Wallace University/Oakland University/Ohio Northern University,1011,44.9,44.3
2020-09-22,42,Baldwin Wallace University/Oakland University/Ohio Northern University,1001,49.9,41.9
2020-09-22,42,Baldwin Wallace University/Oakland University/Ohio Northern University,1012,47.3,44.6
2020-09-22,42,Baldwin Wallace University/Oakland University/Ohio Northern University,863,50.3,41
2020-09-21,43,Redfield & Wilton Strategies,1885,62,28
2020-09-21,43,Morning Consult,12000,51,43
2020-09-21,43,SurveyMonkey,9248,51.45,46.45
2020-09-21,43,Trafalgar Group,1006,48.1,45.9
2020-09-21,43,Monmouth U.,402,45.5,49
2020-09-21,43,Quinnipiac,1302,52,42
2020-09-21,43,Quinnipiac,1085,48,47
2020-09-21,43,Quinnipiac,1078,45,50
2020-09-21,43,Siena College/NYT Upshot,523,45,45
2020-09-21,43,Anzalone Liszt Grove,800,47,43
2020-09-21,43,YouGov,641,51,45
2020-09-21,43,YouGov,642,49,45
2020-09-21,43,YouGov,664,50,46
2020-09-21,43,Christopher Newport U.,796,48,43
2020-09-21,43,USC Dornsife,5482,51.885000000000005,41.78
2020-09-20,44,Léger,830,48,41
2020-09-20,44,Morning Consult,14211,51,44
2020-09-20,44,Change Research,1430,51,42
2020-09-20,44,Change Research,262,49,43
2020-09-20,44,Change Research,702,49,46
2020-09-20,44,Change Research,568,51,43
2020-09-20,44,Change Research,579,48.5,45.5
2020-09-20,44,Change Research,571,51,42
2020-09-20,44,SurveyMonkey,8738,51.59,46.3
2020-09-20,44,Suffolk,500,51.099999999999994,38.900000000000006
2020-09-20,44,Suffolk,267,54.870000000000005,33.144999999999996
2020-09-20,44,Suffolk,233,46.78,45.49
2020-09-20,44,Harper Polling,612,44,45
2020-09-20,44,Qriously,2134,46.4,38.57
2020-09-20,44,Amber Integrated,500,33,55
2020-09-20,44,ABC News,579,48,49
2020-09-20,44,ABC News,613,47,51
2020-09-20,44,Franklin and Marshall College,480,48,42
2020-09-20,44,Morning Consult,764,44,50
2020-09-20,44,U. Georgia SPIA,1150,47,47.3
2020-09-20,44,USC Dornsife,5446,51.925,41.825
2020-09-19,45,RMG Research,773,50,44
2020-09-19,45,Morning Consult,12000,51,43
2020-09-19,45,Hart Research Associates,400,51.6,43.6
2020-09-19,45,SurveyMonkey,12696,51.32,46.64
2020-09-19,45,TIPP,962,49.5,43.9
2020-09-19,45,MRG,600,46,41
2020-09-19,45,Data for Progress,800,45.5,45.5
2020-09-19,45,Data for Progress,883,43.5,48.5
2020-09-19,45,Data for Progress,807,36.5,55.5
2020-09-19,45,Data for Progress,455,49,43
2020-09-19,45,USC Dornsife,5455,52.31,41.495000000000005
2020-09-18,46,Emerson College Polling Society,717,50.81,49.19
2020-09-18,46,Morning Consult,12000,51,44
2020-09-18,46,SurveyMonkey,16194,52.46,45.32
2020-09-18,46,YouGov,1205,48,46
2020-09-18,46,YouGov,1140,46,48
2020-09-18,46,USC Dornsife,5447,51.900000000000006,41.7
2020-09-17,47,Remington,1046,45,53
2020-09-17,47,Redfield & Wilton Strategies,2070,48.57,41.47
2020-09-17,47,Ipsos,834,51,42
2020-09-17,47,Trafalgar Group,1006,47.3,44.9
2020-09-17,47,Morning Consult,12000,51,43
2020-09-17,47,CPEC LLC,820,50.3,45.4
2020-09-17,47,SurveyMonkey,18003,53.08,44.73
2020-09-17,47,Selzer,658,47,47
2020-09-17,47,Data Orbital,550,49.3,46.6
2020-09-17,47,Redfield & Wilton Strategies,718,51,42
2020-09-17,47,USC Dornsife,5466,51.8,41.79
2020-09-16,48,co/efficient,794,41,53
2020-09-16,48,Global Strategy Group,400,51,45
2020-09-16,48,Siena College/NYT Upshot,625,42,49
2020-09-16,48,GBAO,600,49,46
2020-09-16,48,Morning Consult,12000,51,43
2020-09-16,48,SurveyMonkey,18332,53.26,44.44
2020-09-16,48,Redfield & Wilton Strategies,855,47,42
2020-09-16,48,Redfield & Wilton Strategies,636,47,41
2020-09-16,48,Redfield & Wilton Strategies,800,45,46
2020-09-16,48,DFM Research,500,37,56
2020-09-16,48,Siena College/NYT Upshot,663,55,38
2020-09-16,48,Siena College/NYT Upshot,653,45,44
2020-09-16,48,Siena College/NYT Upshot,440,47,45
2020-09-16,48,Marist,723,50.5,42.5
2020-09-16,48,Ipsos,611,49,46
2020-09-16,48,Ipsos,609,48,43
2020-09-16,48,Ipsos,637,49,44
2020-09-16,48,Ipsos,586,47,47
2020-09-16,48,Ipsos,565,47,46
2020-09-16,48,DKC Analytics,501,52,38
2020-09-16,48,Morning Consult,800,51,42
2020-09-16,48,USC Dornsife,5424,51.97,42.05
2020-09-15,49,YouGov,1062,51,42
2020-09-15,49,Morning Consult,12000,51,43
2020-09-15,49,SurveyMonkey,14750,53.94,43.82
2020-09-15,49,Redfield & Wilton Strategies,1092,47,45
2020-09-15,49,Ipsos,859,50,41
2020-09-15,49,Monmouth U.,420,47.5,46.5
2020-09-15,49,Siena College/NYT Upshot,653,49,40
2020-09-15,49,EPIC/MRA,600,48,40
2020-09-15,49,Rasmussen (Pulse Opinion Research),2500,46.11,46.6
2020-09-15,49,UC Berkeley,5942,67,28
2020-09-15,49,Marquette Law School,1357,50,40
2020-09-15,49,Morning Consult,800,51,42
2020-09-15,49,Braun,586,55.73,32.46
2020-09-15,49,USC Dornsife,5416,51.9,41.974999999999994
2020-09-14,50,Redfield & Wilton Strategies,1158,47,44
2020-09-14,50,Redfield & Wilton Strategies,930,49,39
2020-09-14,50,Redfield & Wilton Strategies,1036,49,44
2020-09-14,50,Morning Consult,12000,51,43
2020-09-14,50,SurveyMonkey,10702,53.46,44.27
2020-09-14,50,Suffolk,500,46.8,43
2020-09-14,50,Quinnipiac,1164,38,58
2020-09-14,50,Quinnipiac,1183,59,38
2020-09-14,50,Quinnipiac,707,64,32
2020-09-14,50,Quinnipiac,476,53,44
2020-09-14,50,Quinnipiac,969,45,51
2020-09-14,50,Morning Consult,1277,55,45
2020-09-14,50,Morning Consult,1144,56,44
2020-09-14,50,Morning Consult,809,51,42
2020-09-14,50,USC Dornsife,5381,52.06,41.88
2020-09-13,51,Léger,833,47,41
2020-09-13,51,Morning Consult,12965,51,43
2020-09-13,51,SurveyMonkey,10673,53.68,44.2
2020-09-13,51,SurveyUSA,596,47,47
2020-09-13,51,Monmouth U.,428,49.5,45.5
2020-09-13,51,Qriously,2065,46.19,42.3
2020-09-13,51,Patinkin Research Strategies,679,49,46
2020-09-13,51,SSRS,787,49,46
2020-09-13,51,SSRS,816,52,42
2020-09-13,51,ABC News,615,57,41
2020-09-13,51,ABC News,605,52,46
2020-09-13,51,Morning Consult,774,50,43
2020-09-13,51,Morning Consult,643,48,44
2020-09-13,51,PPIC,1168,60,31
2020-09-13,51,USC Dornsife,5394,51.965,41.80500000000001
2020-09-12,52,Florida Atlantic University,631,49.81,49.95
2020-09-12,52,RMG Research,941,48,43
2020-09-12,52,Morning Consult,12000,51,43
2020-09-12,52,SurveyMonkey,17462,53.6,44.36
2020-09-12,52,RMG Research,1000,35,53
2020-09-12,52,Morning Consult,769,50,43
2020-09-12,52,USC Dornsife,5372,52.215,41.515
2020-09-11,53,Gravis Marketing,684,50,48
2020-09-11,53,YouGov,1106,47,44
2020-09-11,53,YouGov,1087,50,41
2020-09-11,53,Trafalgar Group,1046,46.1,47.8
2020-09-11,53,Morning Consult,12000,51,43
2020-09-11,53,SurveyMonkey,20221,53.65,44.5
2020-09-11,53,Siena College/NYT Upshot,445,45,42
2020-09-11,53,Opinion Works,753,62,30
2020-09-11,53,Morning Consult,797,50,43
2020-09-11,53,USC Dornsife,5257,52.705,40.995000000000005
2020-09-10,54,Siena College/NYT Upshot,814,50,41
2020-09-10,54,Siena College/NYT Upshot,462,46,42
2020-09-10,54,Siena College/NYT Upshot,760,48,43
2020-09-10,54,OH Predictive Insights / MBQF,600,52,42
2020-09-10,54,Morning Consult,12000,51,43
2020-09-10,54,SurveyMonkey,20237,52.35,45.65
2020-09-10,54,Beacon Research/Shaw & Company,1191,51,46
2020-09-10,54,Opinium,1234,51.24,42.23
2020-09-10,54,Morning Consult,797,50,43
2020-09-10,54,USC Dornsife,5219,52.84,41
2020-09-09,55,Climate Nexus,1244,52,41
2020-09-09,55,Morning Consult,12000,51,44
2020-09-09,55,SurveyMonkey,13466,52.16,45.73
2020-09-09,55,Morning Consult,816,50,42
2020-09-09,55,USC Dornsife,5241,52.6,41.405
2020-09-08,56,St. Pete Polls,2689,49.6,47.1
2020-09-08,56,Redfield & Wilton Strategies,1611,49.32,40.25
2020-09-08,56,Rasmussen (Pulse Opinion Research),1000,47.94,48.72
2020-09-08,56,YouGov,1057,52,43
2020-09-08,56,Emerson College Polling Society,823,51.43,44.78
2020-09-08,56,Morning Consult,12000,51,43
2020-09-08,56,SurveyMonkey,9761,52.05,45.9
2020-09-08,56,Ipsos,823,52,40
2020-09-08,56,Monmouth U.,758,51,44
2020-09-08,56,"Davis, Hibbitts, & Midghall, Inc.",502,51,39
2020-09-08,56,Rasmussen (Pulse Opinion Research),2500,47.6,45.93
2020-09-08,56,SoonerPoll.com,486,35.2,59.6
2020-09-08,56,Morning Consult,799,51,42
2020-09-08,56,Benenson Strategy Group/GS Strategy Group,1600,48.6,46
2020-09-08,56,Benenson Strategy Group/GS Strategy Group,1200,50,45
2020-09-08,56,USC Dornsife,5201,52.6,41.325
2020-09-07,57,Morning Consult,12000,50,44
2020-09-07,57,SurveyMonkey,6699,52.82,45.39
2020-09-07,57,Cygnal Political,2000,47.2,39.6
